InChIKey,smiles_canon,LogS,occurence,solvent_id,solute_id,hybrid_class
KEJXACDCOMURLL-UHFFFAOYSA-N,Cn1cc(C(=O)O)n(C)c1=O,-0.970797704,1.0,solvent_844,solute_174,"polar,small"
SOGBOGBTIKMGFS-UHFFFAOYSA-N,NNC(=O)c1cccs1,-0.754898501,1.0,solvent_844,solute_175,"polar,small"
TVBUURYOYAXGMP-UHFFFAOYSA-N,CCC(C)=C(CC(=O)O)C(=O)O,-2.332892716,1.0,solvent_844,solute_176,"polar,small"
GZHCYRZFDQBRLU-FNORWQNLSA-N,CCOC(=O)CNC(C)=CC(C)=O,-0.586446642,1.0,solvent_844,solute_177,"polar,small"
QRAXZXPSAGQUNP-UHFFFAOYSA-N,CNc1ccc(S(=O)(=O)O)cc1,0.180989297,1.0,solvent_844,solute_178,"polar,small"
NSDYIDKTTPXCRH-UHFFFAOYSA-N,NC(N)=NCCCCCC(=O)O,-2.387339686,1.0,solvent_844,solute_179,"polar,small"
QNUWEXSGZVBMDV-UHFFFAOYSA-N,O=C(O)Cc1cccc(C(=O)O)c1,-1.778537118,1.0,solvent_844,solute_180,"polar,small"
DMEDOWYXHVUPMO-UHFFFAOYSA-N,O=C(O)Cc1ccc(C(=O)O)cc1,-1.255658373,1.0,solvent_844,solute_181,"polar,small"
DVNFLGLGNLXITH-REOHCLBHSA-N,CC(N=C(N)N)C(=O)O,-0.198637216,1.0,solvent_844,solute_182,"polar,small"
DATAGRPVKZEWHA-YFKPBYRVSA-N,CCNC(=O)CCC(N)C(=O)O,0.202996645,1.0,solvent_844,solute_183,"polar,small"
GPFAJKDEDBRFOS-FKQDBXSBSA-N,CN1CCC23C4C=CC(O)C2OC2C(OCCN5CCOCC5)CCC(CC41)C23,-1.299401589,1.0,solvent_844,solute_184,"polar,large"
BONRIQWDXHCVOH-UHFFFAOYSA-N,O=S(=O)(O)c1cnc[nH]1,0.130357655,1.0,solvent_844,solute_185,"polar,small"
NSPLFNGUPLZYHV-UHFFFAOYSA-N,O=c1cc[nH]c2cccnc12,-2.244153818,1.0,solvent_844,solute_186,"polar,small"
LKXREDOIMHQPQO-UHFFFAOYSA-N,Cc1ccnc(C(=O)O)c1C(=O)O,-1.328619413,1.0,solvent_844,solute_187,"polar,small"
ZMPRRFPMMJQXPP-UHFFFAOYSA-N,O=C(O)c1ccccc1S(=O)(=O)O,0.393231812,1.0,solvent_844,solute_188,"polar,small"
JGEPERFKPFDKAX-UHFFFAOYSA-N,CC(=O)c1cccc(NC(N)=O)c1,-1.874306371,1.0,solvent_844,solute_189,"polar,small"
RCCYSVYHULFYHE-UHFFFAOYSA-N,NC(=O)CCCC(N)=O,-0.263185824,1.0,solvent_844,solute_190,"polar,small"
QEZZCWMQXHXAFG-UHFFFAOYSA-N,Nc1cccc2ccc(S(=O)(=O)O)cc12,-1.682277378,1.0,solvent_844,solute_191,"polar,small"
BSSNZUFKXJJCBG-OWOJBTEDSA-N,NC(=O)C=CC(N)=O,-2.5132176,1.0,solvent_844,solute_192,"polar,small"
GVNWZKBFMFUVNX-UHFFFAOYSA-N,NC(=O)CCCCC(N)=O,-1.515422222,1.0,solvent_844,solute_193,"polar,small"
QZZQIRLQHUUWOH-UHFFFAOYSA-N,Cc1cc(N)nc(=O)[nH]1,-1.495301453,1.0,solvent_844,solute_194,"polar,small"
BQYOGZXCESFTRX-UHFFFAOYSA-N,O=C(O)C1=CC=C(C(=O)O)CC1,-3.501421002,1.0,solvent_844,solute_195,"polar,small"
FPRQARNPKWVCNI-UHFFFAOYSA-N,O=COCc1ccco1,-0.98347823,1.0,solvent_844,solute_196,"polar,small"
AWJRUIZRYJPUHU-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(=O)[nH]c1,-1.843058278,1.0,solvent_844,solute_197,"polar,small"
GFWWREGOTNQVGC-UHFFFAOYSA-N,Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)O,-2.310929214,1.0,solvent_844,solute_198,"polar,small"
VXPQZDZQAWMEHT-UHFFFAOYSA-N,Nc1ccc(S(N)(=O)=O)cn1,-1.217333513,1.0,solvent_844,solute_199,"polar,small"
ODFWTQNMGOYAIP-UHFFFAOYSA-N,CCC(S(=O)(=O)CC)S(=O)(=O)CC,-1.460916864,1.0,solvent_844,solute_200,"polar,small"
QJGHJWKPZQIOSN-UHFFFAOYSA-N,Nc1ccc(CS(=O)(=O)O)cc1,-2.28780173,1.0,solvent_844,solute_201,"polar,small"
UEWQTRNYJJIPSF-UHFFFAOYSA-N,Nc1nc(=O)n(-c2ccccc2)[nH]1,-2.467805355,1.0,solvent_844,solute_202,"polar,small"
NHZLNPMOSADWGC-UHFFFAOYSA-N,NC1CCC(S(=O)(=O)NC2CNC3CCCCC3N2)CC1,-4.602546129,1.0,solvent_844,solute_203,"polar,large"
JEHHECCRMUOFLV-UHFFFAOYSA-N,CC(C)C(C(=O)O)C(C)C(=O)O,-1.434868177,1.0,solvent_844,solute_204,"polar,small"
ZEZJPIDPVXJEME-UHFFFAOYSA-N,O=c1cc[nH]c(O)c1,-1.249834042,1.0,solvent_844,solute_205,"polar,small"
LJIRXNPXTVQOEU-MKKAVFGOSA-N,ON=C1CCCCCC1=NO,-1.425015124,1.0,solvent_844,solute_206,"polar,small"
SILINKWDNDDXTL-UHFFFAOYSA-N,Nc1ccc(O)c(S(=O)(=O)O)c1,-2.450823375,1.0,solvent_844,solute_207,"polar,small"
BQNWWHFSEXYHKU-UHFFFAOYSA-N,NC(=O)NCCCCCC(=O)O,-2.161866905,1.0,solvent_844,solute_208,"polar,small"
LRSASMSXMSNRBT-UHFFFAOYSA-N,Cc1cnc(=O)[nH]c1N,-0.559542349,1.0,solvent_844,solute_209,"polar,small"
CZJGCEGNCSGRBI-UHFFFAOYSA-N,CCc1cnc(=O)[nH]c1N,-1.019662779,1.0,solvent_844,solute_210,"polar,small"
JQNOJPRGXMMBQO-UHFFFAOYSA-N,CC(C)C(NCCC(=O)O)C(=O)O,-0.896732844,1.0,solvent_844,solute_211,"polar,small"
HFIIQXBYXBKNNZ-UHFFFAOYSA-N,Nc1[nH]c(=O)ncc1CC(=O)O,-1.700616425,1.0,solvent_844,solute_212,"polar,small"
FPDYKABXINADKS-LURJTMIESA-N,CCCCC([NH2+]C)C(=O)[O-],-0.153366445,1.0,solvent_844,solute_213,"polar,small"
NJBCRXCAPCODGX-UHFFFAOYSA-N,CC(C)CNCC(C)C,-1.769007871,1.0,solvent_844,solute_214,"non-polar,small"
GNVRJGIVDSQCOP-UHFFFAOYSA-N,CCN(C)CC,1.059632954,1.0,solvent_844,solute_215,"non-polar,small"
QCOGKXLOEWLIDC-UHFFFAOYSA-N,CCCCNC,1.059632954,1.0,solvent_844,solute_216,"non-polar,small"
DXSUORGKJZADET-YFKPBYRVSA-N,CC(N)C(C)(C)C,0.98608848,1.0,solvent_844,solute_217,"polar,small"
AKNUHUCEWALCOI-UHFFFAOYSA-N,CCN(CCO)CCO,0.875528381,1.0,solvent_844,solute_218,"polar,small"
DOSWHECVUKBMCG-UHFFFAOYSA-N,NCCCNC1CCCCC1,-1.654312434,1.0,solvent_844,solute_219,"polar,small"
SROYVYGZVXMVOA-UHFFFAOYSA-N,O=C1c2cc(S(=O)(=O)O)ccc2C(=O)c2c1cccc2S(=O)(=O)O,0.4338,1.0,solvent_844,solute_220,"polar,large"
URYYVOIYTNXXBN-UPHRSURJSA-N,C1=CCCCCCC1,-3.770336047,1.0,solvent_844,solute_221,"non-polar,small"
YGYAWVDWMABLBF-UHFFFAOYSA-N,O=C(Cl)Cl,-1.136676971,1.0,solvent_844,solute_222,"non-polar,small"
NPNUFJAVOOONJE-GFUGXAQUSA-N,C=C1CCC=C(C)CCC2C1CC2(C)C,-6.610549667,1.0,solvent_844,solute_223,"non-polar,small"
RINOYHWVBUKAQE-UHFFFAOYSA-N,Cc1ccccc1I,-3.958318956,1.0,solvent_844,solute_224,"non-polar,small"
UDHAWRUAECEBHC-UHFFFAOYSA-N,Cc1ccc(I)cc1,-3.958318956,1.0,solvent_844,solute_225,"non-polar,small"
MGNCLNQXLYJVJD-UHFFFAOYSA-N,Clc1nc(Cl)nc(Cl)n1,-0.568636585,1.0,solvent_844,solute_226,"polar,small"
UWKQJZCTQGMHKD-UHFFFAOYSA-N,CC(C)(C)c1cccc(C(C)(C)C)n1,-4.431718034,1.0,solvent_844,solute_227,"non-polar,small"
UUIMDJFBHNDZOW-UHFFFAOYSA-N,CC(C)(C)c1ccccn1,-1.744685027,1.0,solvent_844,solute_228,"non-polar,small"
VADKRMSMGWJZCF-UHFFFAOYSA-N,Oc1ccccc1Br,-0.899632125,1.0,solvent_844,solute_229,"polar,small"
KSMVZQYAVGTKIV-UHFFFAOYSA-N,CCCCCCCCCC=O,-3.555181167,1.0,solvent_844,solute_230,"non-polar,small"
SYSZENVIJHPFNL-UHFFFAOYSA-N,COc1ccc(I)cc1,-3.679086587,1.0,solvent_844,solute_231,"non-polar,small"
YSHMQTRICHYLGF-UHFFFAOYSA-N,CC(C)(C)c1ccncc1,-1.267623252,1.0,solvent_844,solute_232,"non-polar,small"
LEOBMIVTCWKNCB-UHFFFAOYSA-N,CC(C)(C)c1ccnc(C(C)(C)C)c1,-3.74519285,1.0,solvent_844,solute_233,"non-polar,small"
HFHFGHLXUCOHLN-UHFFFAOYSA-N,Oc1ccccc1F,-0.473671607,1.0,solvent_844,solute_234,"polar,small"
OAEGRYMCJYIXQT-UHFFFAOYSA-N,N=C(S)C(=N)S,-2.512874488,1.0,solvent_844,solute_235,"polar,small"
FWFSEYBSWVRWGL-UHFFFAOYSA-N,O=C1C=CCCC1,-0.424145402,1.0,solvent_844,solute_236,"non-polar,small"
SCCCFNJTCDSLCY-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(I)cc1,-3.949055269,1.0,solvent_844,solute_237,"polar,small"
WZJYKHNJTSNBHV-UHFFFAOYSA-N,c1ccc2c(c1)ccc1cccnc12,-3.007876228,1.0,solvent_844,solute_238,"non-polar,small"
YQUQWHNMBPIWGK-UHFFFAOYSA-N,CC(C)c1ccc(O)cc1,-1.620540901,1.0,solvent_844,solute_239,"polar,small"
ICTHGQKQYABWMV-UHFFFAOYSA-N,CC(C)(C)Cc1ccc(O)cc1,-2.990188164,1.0,solvent_844,solute_240,"polar,small"
VCZNNAKNUVJVGX-UHFFFAOYSA-N,Cc1ccc(C#N)cc1,-2.510033722,1.0,solvent_844,solute_241,"polar,small"
WURBFLDFSFBTLW-UHFFFAOYSA-N,O=C(C(=O)c1ccccc1)c1ccccc1,-4.053185878,1.0,solvent_844,solute_242,"polar,small"
FFCSRWGYGMRBGD-UHFFFAOYSA-N,Nc1cccc(I)c1,-3.240123144,1.0,solvent_844,solute_243,"polar,small"
KQDJTBPASNJQFQ-UHFFFAOYSA-N,Oc1ccccc1I,-0.92445619,1.0,solvent_844,solute_244,"polar,small"
AVESFRBKERIICX-UHFFFAOYSA-N,c1ccc(CNC23OC4C5C6CC(C7C6C4C72)C53)cc1,-3.39852141,1.0,solvent_844,solute_245,"polar,small"
YQNWZWMKLDQSAC-UHFFFAOYSA-N,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,-3.520631984,1.0,solvent_844,solute_246,"non-polar,small"
VOLRSQPSJGXRNJ-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(CBr)cc1,-3.698970004,1.0,solvent_844,solute_247,"polar,small"
FGSGHBPKHFDJOP-UHFFFAOYSA-N,CCOC(=O)C1CCCCC1=O,-2.117036616,1.0,solvent_844,solute_248,"polar,small"
JECYUBVRTQDVAT-UHFFFAOYSA-N,CC(=O)c1ccccc1O,-1.301029996,1.0,solvent_844,solute_249,"polar,small"
VRZWCYZJGUYTKU-UHFFFAOYSA-N,Cn1cnc2cncnc21,0.641992559,1.0,solvent_844,solute_250,"polar,small"
NHQDETIJWKXCTC-UHFFFAOYSA-N,O=C(OO)c1cccc(Cl)c1,-2.147055154,1.0,solvent_844,solute_251,"polar,small"
ALAHNIFCYINFGN-ZMONIFLSSA-N,CC1CCC(C)C1C(=O)O,-1.9327854,1.0,solvent_844,solute_252,"polar,small"
VIBOGIYPPWLDTI-UHFFFAOYSA-N,O=C(O)Cc1ccc2ccccc2c1,-3.026964951,1.0,solvent_844,solute_253,"polar,small"
CQKIJHDQEAQSSZ-UHFFFAOYSA-N,CCCCN(CCCC)P(=O)(N(CCCC)CCCC)N(CCCC)CCCC,-3.857016714,1.0,solvent_844,solute_254,"polar,large"
WARCRYXKINZHGQ-UHFFFAOYSA-N,NNC(=O)c1ccccc1,-0.67779787,1.0,solvent_844,solute_255,"polar,small"
XHUAIKXCACQSGV-UHFFFAOYSA-N,O=C(O)CCOc1ccc(Cl)cc1Cl,-2.82712362,1.0,solvent_844,solute_256,"polar,small"
XHXMPURWMSJENN-UHFFFAOYSA-N,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,-3.885939948,1.0,solvent_844,solute_257,"polar,small"
FXNFHKRTJBSTCS-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,-4.699357479,1.0,solvent_844,solute_258,"polar,small"
IEFWDQQGFDLKFK-UHFFFAOYSA-N,CN(C)c1nc(N)nc(N)n1,-2.108832711,1.0,solvent_844,solute_259,"polar,small"
NBYLBWHHTUWMER-UHFFFAOYSA-N,Cc1ccc2cccc(O)c2n1,-1.609067643,1.0,solvent_844,solute_260,"polar,small"
TZXKOCQBRNJULO-UHFFFAOYSA-N,Cc1c(O)c(=O)ccn1C,-0.94693266,1.0,solvent_844,solute_261,"polar,small"
RFWDAWXPYZTVSN-UHFFFAOYSA-N,O=C(NO)C1CCCCC1,-0.793836745,1.0,solvent_844,solute_262,"polar,small"
VPLZGVOSFFCKFC-UHFFFAOYSA-N,Cn1c(=O)cc[nH]c1=O,0.200263251,1.0,solvent_844,solute_263,"polar,small"
ORHBXUUXSCNDEV-UHFFFAOYSA-N,O=c1ccc2ccc(O)cc2o1,-2.416462428,1.0,solvent_844,solute_264,"polar,small"
BUIQHLZKVOZIFV-UHFFFAOYSA-N,CNc1nc(NC)c2nc(NC)nc(NC)c2n1,-3.552976173,1.0,solvent_844,solute_265,"polar,small"
XPOQHMRABVBWPR-ZDUSSCGKSA-N,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,-3.666736779,1.0,solvent_844,solute_266,"polar,large"
VCCBEIPGXKNHFW-UHFFFAOYSA-N,Oc1ccc(-c2ccc(O)cc2)cc1,-3.64675371,1.0,solvent_844,solute_267,"polar,small"
CTRPRMNBTVRDFH-UHFFFAOYSA-N,CNc1nc(N)nc(N)n1,-1.013047996,1.0,solvent_844,solute_268,"polar,small"
ZNDZIKKLULYHLG-UHFFFAOYSA-N,CN(O)C(=O)c1ccc([N+](=O)[O-])cc1,-2.869371221,1.0,solvent_844,solute_269,"polar,small"
RSWBWHPZXKLUEX-VOTSOKGWSA-N,Cc1ccccc1C=CC(=O)O,-3.494015375,1.0,solvent_844,solute_270,"polar,small"
RURHILYUWQEGOS-VOTSOKGWSA-N,Cc1ccc(C=CC(=O)O)cc1,-6.477624959,1.0,solvent_844,solute_271,"polar,small"
GHWYJRRNNWVCPM-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2ccccc2)c([N+](=O)[O-])c1,-5.441793649,1.0,solvent_844,solute_272,"polar,large"
WUWZFLYEDXODEJ-UHFFFAOYSA-N,O=c1[nH]ccc2nccnc12,-1.187079378,1.0,solvent_844,solute_273,"polar,small"
BXJVBCCMZKYRGE-UHFFFAOYSA-N,CN(C)c1ncc2[nH]cnc2n1,-2.690228018,1.0,solvent_844,solute_274,"polar,small"
MKWKNSIESPFAQN-UHFFFAOYSA-N,O=S(=O)(O)CCNC1CCCCC1,-0.301226976,1.0,solvent_844,solute_275,"polar,small"
RYRPHZROJNDXEV-UHFFFAOYSA-N,O=C(O)CSC(c1ccccc1)(c1ccccc1)c1ccccc1,-4.301600445,1.0,solvent_844,solute_276,"polar,large"
PCMORTLOPMLEFB-ONEGZZNKSA-N,COc1cc(C=CC(=O)O)cc(OC)c1O,-2.83214685,1.0,solvent_844,solute_277,"polar,small"
PYZRQGJRPPTADH-UHFFFAOYSA-N,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,-3.220878683,1.0,solvent_844,solute_278,"polar,small"
GTKOKCQMHAGFSM-UHFFFAOYSA-N,Cn1nnnc1N,-0.717299018,1.0,solvent_844,solute_279,"polar,small"
URKOMYMAXPYINW-UHFFFAOYSA-N,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,-3.036212025,1.0,solvent_844,solute_280,"polar,large"
PKBGHORNUFQAAW-UHFFFAOYSA-N,NNC(=O)c1ccc(Cl)cc1,-1.939274932,1.0,solvent_844,solute_281,"polar,small"
ASDLSKCKYGVMAI-UHFFFAOYSA-N,O=C(O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,-4.493304834,1.0,solvent_844,solute_282,"polar,small"
FOXVXKQOEJNTAB-UHFFFAOYSA-N,Nc1cnc2ncnc(N)c2n1,-3.589791611,1.0,solvent_844,solute_283,"polar,small"
NZNZVVKYXXVNKG-UHFFFAOYSA-N,O=c1cc[nH]c2nccnc12,-1.552821729,1.0,solvent_844,solute_284,"polar,small"
ICUZHLHSYKJAGS-UHFFFAOYSA-N,O=c1cnc2[nH]c(=O)[nH]c(=O)c2[nH]1,-3.125235403,1.0,solvent_844,solute_285,"polar,small"
NORABPMBUQMZLT-UHFFFAOYSA-N,O=C(NO)c1ccc([N+](=O)[O-])cc1,-1.939294695,1.0,solvent_844,solute_286,"polar,small"
GHRVKGJJVOVIGD-UHFFFAOYSA-N,Nc1cnc2c(N)ncnc2n1,-2.908897671,1.0,solvent_844,solute_287,"polar,small"
KZNIFHPLKGYRTM-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-5.301417471,1.0,solvent_844,solute_288,"polar,small"
XBZSBBLNHFMTEB-OLQVQODUSA-N,O=C(O)C1CCCC(C(=O)O)C1,-0.887680363,1.0,solvent_844,solute_289,"polar,small"
WIQURXUWPJLEDJ-UHFFFAOYSA-N,CC(C(=O)O)S(=O)(=O)c1ccccc1,-0.886859818,1.0,solvent_844,solute_290,"polar,small"
DKEXFJVMVGETOO-LURJTMIESA-N,CC(C)CC(NC(=O)CN)C(=O)O,-0.43332245,1.0,solvent_844,solute_291,"polar,small"
OOUSHFSJKWPYDZ-UHFFFAOYSA-N,CSc1nc2ncncc2[nH]1,-2.033690362,1.0,solvent_844,solute_292,"polar,small"
GLVAUDGFNGKCSF-UHFFFAOYSA-N,Sc1ncnc2nc[nH]c12,-2.784417571,1.0,solvent_844,solute_293,"polar,small"
UYEMGAFJOZZIFP-UHFFFAOYSA-N,O=C(O)c1cc(O)cc(O)c1,-0.180462554,1.0,solvent_844,solute_294,"polar,small"
GODGOGGXLHQPBK-UHFFFAOYSA-N,Cc1ccc([As](=O)(O)O)cc1,-1.366107503,1.0,solvent_844,solute_295,"polar,small"
OMTLTRHIFJPRRL-UHFFFAOYSA-N,O=C(O)CCCCCC(C(=O)O)(c1ccccc1)c1ccccc1,-3.496706166,1.0,solvent_844,solute_296,"polar,large"
IDLIBMYXWLTILR-UHFFFAOYSA-N,O=C(O)c1ccc(Cl)c(N=Nc2ccc(O)cc2)c1,-4.080248361,1.0,solvent_844,solute_297,"polar,small"
GEVCSRLIETZLTD-UHFFFAOYSA-N,CSc1ncc2[nH]cnc2n1,-2.562635301,1.0,solvent_844,solute_298,"polar,small"
CQWXKASOCUAEOW-UHFFFAOYSA-N,O=C(O)COCCOCC(=O)O,0.431358888,1.0,solvent_844,solute_299,"polar,small"
PLXOVUJYCGXIQP-UHFFFAOYSA-N,O=[As](O)(O)c1ccc2ccccc2c1,-2.810509961,1.0,solvent_844,solute_300,"polar,small"
DDKJBMJRSZIKOJ-UHFFFAOYSA-N,O=C(O)CCCCCCC(C(=O)O)(c1ccccc1)c1ccccc1,-3.920290484,1.0,solvent_844,solute_301,"polar,large"
FXRCFWSUCFIHLF-UHFFFAOYSA-N,Nc1cnc2c(N)nc(N)nc2n1,-2.902032308,1.0,solvent_844,solute_302,"polar,small"
XUMIJWCAWDYMOE-UHFFFAOYSA-N,O=[As](O)(O)c1cccc2ccccc12,-2.509479966,1.0,solvent_844,solute_303,"polar,small"
UXCMKYWTPWHUIC-UHFFFAOYSA-N,CNC1(C)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,-5.861371893,1.0,solvent_844,solute_304,"polar,large"
QQQMJWSOHKTWDZ-UHFFFAOYSA-N,NN(CC(=O)O)CC(=O)O,-1.72345274,1.0,solvent_844,solute_305,"polar,small"
DNBMRENNZIQFFS-UHFFFAOYSA-N,CNc1nc2ncncc2[nH]1,-1.826893762,1.0,solvent_844,solute_306,"polar,small"
MGQRCDWAEYGOIZ-UHFFFAOYSA-N,O=C(O)c1cccc(N=Nc2ccc(O)cc2)c1,-3.850208995,1.0,solvent_844,solute_307,"polar,small"
XGALLCVXEZPNRQ-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,-5.327999806,1.0,solvent_844,solute_308,"polar,large"
XSSYCIGJYCVRRK-NKWVEPMBSA-N,Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1,-2.29972691,1.0,solvent_844,solute_309,"polar,small"
WTVNJGKOTTWLEE-UHFFFAOYSA-N,O=C(O)CCCCC(C(=O)O)(c1ccccc1)c1ccccc1,-3.430204377,1.0,solvent_844,solute_310,"polar,large"
QACWBJAETSFLJV-UHFFFAOYSA-N,Nc1nc2ncnc(N)c2nc1N,-3.345295296,1.0,solvent_844,solute_311,"polar,small"
INUSWOTZHGQZQF-UHFFFAOYSA-N,O=C(O)COC1COc2ccccc2OCCOCCOc2ccccc2OC1,-5.096284393,1.0,solvent_844,solute_312,"polar,large"
AIONOLUJZLIMTK-AWEZNQCLSA-N,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,-1.346786848,1.0,solvent_844,solute_314,"polar,large"
BLHHQMPYRNPUIV-UHFFFAOYSA-N,O=C(O)CCC(C(=O)O)(c1ccccc1)c1ccccc1,0.942004562,1.0,solvent_844,solute_315,"polar,small"
RTIXKCRFFJGDFG-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,-3.432973625,1.0,solvent_844,solute_316,"polar,small"
HLVCZTOFOWHIJZ-UHFFFAOYSA-N,O=C(O)c1ccc(N=Nc2ccc(O)cc2)cc1,-4.379913727,1.0,solvent_844,solute_317,"polar,small"
PRZSXZWFJHEZBJ-UHFFFAOYSA-N,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21,-3.627550188,1.0,solvent_844,solute_318,"polar,large"
SPBCVLSZAPVLJN-PQORCGQUSA-N,CC(C1CC1C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-4.928496765,1.0,solvent_844,solute_319,"polar,large"
LNDZXOWGUAIUBG-UHFFFAOYSA-N,Nc1cc(=O)[nH]c(=O)[nH]1,-2.327912393,1.0,solvent_844,solute_320,"polar,small"
IKZRFGGARFKJOA-UHFFFAOYSA-N,Nc1nc2ncncc2[nH]1,-2.431775345,1.0,solvent_844,solute_321,"polar,small"
DPJPCCXYYXKLSV-UHFFFAOYSA-N,Cc1ccccc1[As](=O)(O)O,-1.224000742,1.0,solvent_844,solute_322,"polar,small"
AQQKGZJPWKEZJE-UHFFFAOYSA-N,O=C(O)c1ccc(N=Nc2ccc(O)cc2)cc1Cl,-2.619808118,1.0,solvent_844,solute_324,"polar,small"
JZKLCHHLYGNHDU-UHFFFAOYSA-N,O=c1cnc2cnc(=O)[nH]c2[nH]1,-2.361471235,1.0,solvent_844,solute_325,"polar,small"
SDKSKRHLYWDWGB-XXXNUIEVSA-N,COc1ccc2nccc(C(O)C3CC4CCN3CC4C(=O)O)c2c1,-2.030736731,1.0,solvent_844,solute_326,"polar,large"
HPYDSVWYXXKHRD-VIFPVBQESA-N,NC(Cc1ccc(O)cc1)C(=O)NCC(=O)O,-1.098266548,1.0,solvent_844,solute_327,"polar,small"
KRNYOVHEKOBTEF-YUMQZZPRSA-N,CC(C)C(N)C(=O)NC(C(=O)O)C(C)C,-0.405597435,1.0,solvent_844,solute_328,"polar,small"
FDLYAMZZIXQODN-UHFFFAOYSA-N,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,-1.8745318,1.0,solvent_844,solute_329,"polar,large"
XBGGUPMXALFZOT-VIFPVBQESA-N,NCC(=O)NC(Cc1ccc(O)cc1)C(=O)O,-0.73258156,1.0,solvent_844,solute_330,"polar,small"
ZIUSSTSXXLLKKK-KOBPDPAPSA-N,COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O,-5.81811509,1.0,solvent_844,solute_331,"polar,large"
XSXCZNVKFKNLPR-SDQBBNPISA-N,CN1CC(O)C2=CC(=NNC(N)=O)C(=O)C=C21,-2.674365046,1.0,solvent_844,solute_332,"polar,small"
JEMCDGFTCLWRHL-UHFFFAOYSA-N,Cc1cccc([As](=O)(O)O)c1,-0.988237478,1.0,solvent_844,solute_333,"polar,small"
DZPWEUBONKZVQT-UHFFFAOYSA-N,O=c1c2ncn(COCCO)c2nc2[nH]ccn12,-2.512861642,1.0,solvent_844,solute_334,"polar,small"
CAHKINHBCWCHCF-JTQLQIEISA-N,CC(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.007275243,1.0,solvent_844,solute_335,"polar,small"
NOUQGOYNEGWDCZ-MJUYGTRASA-N,O=C(O)CNCC1(O)OCC(O)C(O)C1O,0.654250784,1.0,solvent_844,solute_336,"polar,small"
YCWBGLOEGNFGDM-UHFFFAOYSA-N,OCCN(CCO)c1nc(N2CCCCC2)nc2c(N(CCO)CCO)nc(N3CCCCC3)nc12,-5.221533019,1.0,solvent_844,solute_337,"polar,large"
JHDQNNOPTORNCV-UHFFFAOYSA-N,CC(C)(C)c1cn2c(=O)c3ncn(COCCO)c3nc2[nH]1,-2.511449265,1.0,solvent_844,solute_338,"polar,large"
JQDJTEVUGHCYPQ-UHFFFAOYSA-N,Cc1c[nH]c2ncnc(=O)c-2n1,-1.649295757,1.0,solvent_844,solute_340,"polar,small"
SDUQYLNIPVEERB-QPPQHZFASA-N,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,-0.544936838,1.0,solvent_844,solute_341,"polar,small"
SPZKYQJTVQXDOG-UHFFFAOYSA-N,O=c1c2ncn(COCCO)c2nc2[nH]c(-c3ccc4ccccc4c3)cn12,-3.779892205,1.0,solvent_844,solute_342,"polar,large"
ZFKCYEYVBSXGLU-UHFFFAOYSA-N,Cc1cnc2c(=O)ncnc-2[nH]1,-1.562145581,1.0,solvent_844,solute_343,"polar,small"
BJRNKVDFDLYUGJ-RMPHRYRLSA-N,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,-0.754495308,1.0,solvent_844,solute_344,"polar,small"
HZPVMWKUUDHLAT-UHFFFAOYSA-N,O=c1c2ncn(COCCO)c2nc2[nH]c(-c3ccccc3)cn12,-3.623416458,1.0,solvent_844,solute_345,"polar,large"
FNUSUXSXQXLDBC-UHFFFAOYSA-N,Nc1nc(N)c2[nH]c(N)nc2n1,-1.518926981,1.0,solvent_844,solute_346,"polar,small"
