InChIKey,smiles_canon,LogS,occurence
UUIMDJFBHNDZOW-UHFFFAOYSA-N,CC(C)(C)c1ccccn1,-1.744685027,1.0
VADKRMSMGWJZCF-UHFFFAOYSA-N,Oc1ccccc1Br,-0.899632125,1.0
KSMVZQYAVGTKIV-UHFFFAOYSA-N,CCCCCCCCCC=O,-3.555181167,1.0
SYSZENVIJHPFNL-UHFFFAOYSA-N,COc1ccc(I)cc1,-3.679086587,1.0
YSHMQTRICHYLGF-UHFFFAOYSA-N,CC(C)(C)c1ccncc1,-1.267623252,1.0
LEOBMIVTCWKNCB-UHFFFAOYSA-N,CC(C)(C)c1ccnc(C(C)(C)C)c1,-3.74519285,1.0
HFHFGHLXUCOHLN-UHFFFAOYSA-N,Oc1ccccc1F,-0.473671607,1.0
OAEGRYMCJYIXQT-UHFFFAOYSA-N,N=C(S)C(=N)S,-2.512874488,1.0
FWFSEYBSWVRWGL-UHFFFAOYSA-N,O=C1C=CCCC1,-0.424145402,1.0
SCCCFNJTCDSLCY-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(I)cc1,-3.949055269,1.0
WZJYKHNJTSNBHV-UHFFFAOYSA-N,c1ccc2c(c1)ccc1cccnc12,-3.007876228,1.0
YQUQWHNMBPIWGK-UHFFFAOYSA-N,CC(C)c1ccc(O)cc1,-1.620540901,1.0
ICTHGQKQYABWMV-UHFFFAOYSA-N,CC(C)(C)Cc1ccc(O)cc1,-2.990188164,1.0
VCZNNAKNUVJVGX-UHFFFAOYSA-N,Cc1ccc(C#N)cc1,-2.510033722,1.0
WURBFLDFSFBTLW-UHFFFAOYSA-N,O=C(C(=O)c1ccccc1)c1ccccc1,-4.053185878,1.0
FFCSRWGYGMRBGD-UHFFFAOYSA-N,Nc1cccc(I)c1,-3.240123144,1.0
KQDJTBPASNJQFQ-UHFFFAOYSA-N,Oc1ccccc1I,-0.92445619,1.0
AVESFRBKERIICX-UHFFFAOYSA-N,c1ccc(CNC23OC4C5C6CC(C7C6C4C72)C53)cc1,-3.39852141,1.0
YQNWZWMKLDQSAC-UHFFFAOYSA-N,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,-3.520631984,1.0
VOLRSQPSJGXRNJ-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(CBr)cc1,-3.698970004,1.0
FGSGHBPKHFDJOP-UHFFFAOYSA-N,CCOC(=O)C1CCCCC1=O,-2.117036616,1.0
JECYUBVRTQDVAT-UHFFFAOYSA-N,CC(=O)c1ccccc1O,-1.301029996,1.0
VRZWCYZJGUYTKU-UHFFFAOYSA-N,Cn1cnc2cncnc21,0.641992559,1.0
NHQDETIJWKXCTC-UHFFFAOYSA-N,O=C(OO)c1cccc(Cl)c1,-2.147055154,1.0
ALAHNIFCYINFGN-ZMONIFLSSA-N,CC1CCC(C)C1C(=O)O,-1.9327854,1.0
VIBOGIYPPWLDTI-UHFFFAOYSA-N,O=C(O)Cc1ccc2ccccc2c1,-3.026964951,1.0
CQKIJHDQEAQSSZ-UHFFFAOYSA-N,CCCCN(CCCC)P(=O)(N(CCCC)CCCC)N(CCCC)CCCC,-3.857016714,1.0
WARCRYXKINZHGQ-UHFFFAOYSA-N,NNC(=O)c1ccccc1,-0.67779787,1.0
XHUAIKXCACQSGV-UHFFFAOYSA-N,O=C(O)CCOc1ccc(Cl)cc1Cl,-2.82712362,1.0
XHXMPURWMSJENN-UHFFFAOYSA-N,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,-3.885939948,1.0
FXNFHKRTJBSTCS-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,-4.699357479,1.0
IEFWDQQGFDLKFK-UHFFFAOYSA-N,CN(C)c1nc(N)nc(N)n1,-2.108832711,1.0
NBYLBWHHTUWMER-UHFFFAOYSA-N,Cc1ccc2cccc(O)c2n1,-1.609067643,1.0
TZXKOCQBRNJULO-UHFFFAOYSA-N,Cc1c(O)c(=O)ccn1C,-0.94693266,1.0
RFWDAWXPYZTVSN-UHFFFAOYSA-N,O=C(NO)C1CCCCC1,-0.793836745,1.0
VPLZGVOSFFCKFC-UHFFFAOYSA-N,Cn1c(=O)cc[nH]c1=O,0.200263251,1.0
ORHBXUUXSCNDEV-UHFFFAOYSA-N,O=c1ccc2ccc(O)cc2o1,-2.416462428,1.0
BUIQHLZKVOZIFV-UHFFFAOYSA-N,CNc1nc(NC)c2nc(NC)nc(NC)c2n1,-3.552976173,1.0
XPOQHMRABVBWPR-ZDUSSCGKSA-N,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,-3.666736779,1.0
VCCBEIPGXKNHFW-UHFFFAOYSA-N,Oc1ccc(-c2ccc(O)cc2)cc1,-3.64675371,1.0
CTRPRMNBTVRDFH-UHFFFAOYSA-N,CNc1nc(N)nc(N)n1,-1.013047996,1.0
ZNDZIKKLULYHLG-UHFFFAOYSA-N,CN(O)C(=O)c1ccc([N+](=O)[O-])cc1,-2.869371221,1.0
RSWBWHPZXKLUEX-VOTSOKGWSA-N,Cc1ccccc1C=CC(=O)O,-3.494015375,1.0
RURHILYUWQEGOS-VOTSOKGWSA-N,Cc1ccc(C=CC(=O)O)cc1,-6.477624959,1.0
GHWYJRRNNWVCPM-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2ccccc2)c([N+](=O)[O-])c1,-5.441793649,1.0
WUWZFLYEDXODEJ-UHFFFAOYSA-N,O=c1[nH]ccc2nccnc12,-1.187079378,1.0
BXJVBCCMZKYRGE-UHFFFAOYSA-N,CN(C)c1ncc2[nH]cnc2n1,-2.690228018,1.0
MKWKNSIESPFAQN-UHFFFAOYSA-N,O=S(=O)(O)CCNC1CCCCC1,-0.301226976,1.0
RYRPHZROJNDXEV-UHFFFAOYSA-N,O=C(O)CSC(c1ccccc1)(c1ccccc1)c1ccccc1,-4.301600445,1.0
PCMORTLOPMLEFB-ONEGZZNKSA-N,COc1cc(C=CC(=O)O)cc(OC)c1O,-2.83214685,1.0
PYZRQGJRPPTADH-UHFFFAOYSA-N,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,-3.220878683,1.0
GTKOKCQMHAGFSM-UHFFFAOYSA-N,Cn1nnnc1N,-0.717299018,1.0
URKOMYMAXPYINW-UHFFFAOYSA-N,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,-3.036212025,1.0
PKBGHORNUFQAAW-UHFFFAOYSA-N,NNC(=O)c1ccc(Cl)cc1,-1.939274932,1.0
ASDLSKCKYGVMAI-UHFFFAOYSA-N,O=C(O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,-4.493304834,1.0
FOXVXKQOEJNTAB-UHFFFAOYSA-N,Nc1cnc2ncnc(N)c2n1,-3.589791611,1.0
NZNZVVKYXXVNKG-UHFFFAOYSA-N,O=c1cc[nH]c2nccnc12,-1.552821729,1.0
ICUZHLHSYKJAGS-UHFFFAOYSA-N,O=c1cnc2[nH]c(=O)[nH]c(=O)c2[nH]1,-3.125235403,1.0
NORABPMBUQMZLT-UHFFFAOYSA-N,O=C(NO)c1ccc([N+](=O)[O-])cc1,-1.939294695,1.0
GHRVKGJJVOVIGD-UHFFFAOYSA-N,Nc1cnc2c(N)ncnc2n1,-2.908897671,1.0
KZNIFHPLKGYRTM-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-5.301417471,1.0
XBZSBBLNHFMTEB-OLQVQODUSA-N,O=C(O)C1CCCC(C(=O)O)C1,-0.887680363,1.0
WIQURXUWPJLEDJ-UHFFFAOYSA-N,CC(C(=O)O)S(=O)(=O)c1ccccc1,-0.886859818,1.0
DKEXFJVMVGETOO-LURJTMIESA-N,CC(C)CC(NC(=O)CN)C(=O)O,-0.43332245,1.0
OOUSHFSJKWPYDZ-UHFFFAOYSA-N,CSc1nc2ncncc2[nH]1,-2.033690362,1.0
GLVAUDGFNGKCSF-UHFFFAOYSA-N,Sc1ncnc2nc[nH]c12,-2.784417571,1.0
UYEMGAFJOZZIFP-UHFFFAOYSA-N,O=C(O)c1cc(O)cc(O)c1,-0.180462554,1.0
GODGOGGXLHQPBK-UHFFFAOYSA-N,Cc1ccc([As](=O)(O)O)cc1,-1.366107503,1.0
OMTLTRHIFJPRRL-UHFFFAOYSA-N,O=C(O)CCCCCC(C(=O)O)(c1ccccc1)c1ccccc1,-3.496706166,1.0
IDLIBMYXWLTILR-UHFFFAOYSA-N,O=C(O)c1ccc(Cl)c(N=Nc2ccc(O)cc2)c1,-4.080248361,1.0
GEVCSRLIETZLTD-UHFFFAOYSA-N,CSc1ncc2[nH]cnc2n1,-2.562635301,1.0
CQWXKASOCUAEOW-UHFFFAOYSA-N,O=C(O)COCCOCC(=O)O,0.431358888,1.0
PLXOVUJYCGXIQP-UHFFFAOYSA-N,O=[As](O)(O)c1ccc2ccccc2c1,-2.810509961,1.0
DDKJBMJRSZIKOJ-UHFFFAOYSA-N,O=C(O)CCCCCCC(C(=O)O)(c1ccccc1)c1ccccc1,-3.920290484,1.0
FXRCFWSUCFIHLF-UHFFFAOYSA-N,Nc1cnc2c(N)nc(N)nc2n1,-2.902032308,1.0
XUMIJWCAWDYMOE-UHFFFAOYSA-N,O=[As](O)(O)c1cccc2ccccc12,-2.509479966,1.0
UXCMKYWTPWHUIC-UHFFFAOYSA-N,CNC1(C)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,-5.861371893,1.0
QQQMJWSOHKTWDZ-UHFFFAOYSA-N,NN(CC(=O)O)CC(=O)O,-1.72345274,1.0
DNBMRENNZIQFFS-UHFFFAOYSA-N,CNc1nc2ncncc2[nH]1,-1.826893762,1.0
MGQRCDWAEYGOIZ-UHFFFAOYSA-N,O=C(O)c1cccc(N=Nc2ccc(O)cc2)c1,-3.850208995,1.0
XGALLCVXEZPNRQ-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,-5.327999806,1.0
XSSYCIGJYCVRRK-NKWVEPMBSA-N,Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1,-2.29972691,1.0
WTVNJGKOTTWLEE-UHFFFAOYSA-N,O=C(O)CCCCC(C(=O)O)(c1ccccc1)c1ccccc1,-3.430204377,1.0
QACWBJAETSFLJV-UHFFFAOYSA-N,Nc1nc2ncnc(N)c2nc1N,-3.345295296,1.0
INUSWOTZHGQZQF-UHFFFAOYSA-N,O=C(O)COC1COc2ccccc2OCCOCCOc2ccccc2OC1,-5.096284393,1.0
UDSAIICHUKSCKT-UHFFFAOYSA-N,O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,-4.670717374,1.0
AIONOLUJZLIMTK-AWEZNQCLSA-N,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,-1.346786848,1.0
BLHHQMPYRNPUIV-UHFFFAOYSA-N,O=C(O)CCC(C(=O)O)(c1ccccc1)c1ccccc1,0.942004562,1.0
RTIXKCRFFJGDFG-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,-3.432973625,1.0
HLVCZTOFOWHIJZ-UHFFFAOYSA-N,O=C(O)c1ccc(N=Nc2ccc(O)cc2)cc1,-4.379913727,1.0
PRZSXZWFJHEZBJ-UHFFFAOYSA-N,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21,-3.627550188,1.0
SPBCVLSZAPVLJN-PQORCGQUSA-N,CC(C1CC1C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-4.928496765,1.0
LNDZXOWGUAIUBG-UHFFFAOYSA-N,Nc1cc(=O)[nH]c(=O)[nH]1,-2.327912393,1.0
IKZRFGGARFKJOA-UHFFFAOYSA-N,Nc1nc2ncncc2[nH]1,-2.431775345,1.0
DPJPCCXYYXKLSV-UHFFFAOYSA-N,Cc1ccccc1[As](=O)(O)O,-1.224000742,1.0
OFRAUYMHVBXZFA-UHFFFAOYSA-N,Nc1nc(N)c2nc(N)c(N)nc2n1,-3.397788629,1.0
AQQKGZJPWKEZJE-UHFFFAOYSA-N,O=C(O)c1ccc(N=Nc2ccc(O)cc2)cc1Cl,-2.619808118,1.0
JZKLCHHLYGNHDU-UHFFFAOYSA-N,O=c1cnc2cnc(=O)[nH]c2[nH]1,-2.361471235,1.0
SDKSKRHLYWDWGB-XXXNUIEVSA-N,COc1ccc2nccc(C(O)C3CC4CCN3CC4C(=O)O)c2c1,-2.030736731,1.0
HPYDSVWYXXKHRD-VIFPVBQESA-N,NC(Cc1ccc(O)cc1)C(=O)NCC(=O)O,-1.098266548,1.0
KRNYOVHEKOBTEF-YUMQZZPRSA-N,CC(C)C(N)C(=O)NC(C(=O)O)C(C)C,-0.405597435,1.0
FDLYAMZZIXQODN-UHFFFAOYSA-N,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,-1.8745318,1.0
XBGGUPMXALFZOT-VIFPVBQESA-N,NCC(=O)NC(Cc1ccc(O)cc1)C(=O)O,-0.73258156,1.0
ZIUSSTSXXLLKKK-KOBPDPAPSA-N,COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O,-5.81811509,1.0
XSXCZNVKFKNLPR-SDQBBNPISA-N,CN1CC(O)C2=CC(=NNC(N)=O)C(=O)C=C21,-2.674365046,1.0
JEMCDGFTCLWRHL-UHFFFAOYSA-N,Cc1cccc([As](=O)(O)O)c1,-0.988237478,1.0
DZPWEUBONKZVQT-UHFFFAOYSA-N,O=c1c2ncn(COCCO)c2nc2[nH]ccn12,-2.512861642,1.0
CAHKINHBCWCHCF-JTQLQIEISA-N,CC(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.007275243,1.0
NOUQGOYNEGWDCZ-MJUYGTRASA-N,O=C(O)CNCC1(O)OCC(O)C(O)C1O,0.654250784,1.0
YCWBGLOEGNFGDM-UHFFFAOYSA-N,OCCN(CCO)c1nc(N2CCCCC2)nc2c(N(CCO)CCO)nc(N3CCCCC3)nc12,-5.221533019,1.0
JHDQNNOPTORNCV-UHFFFAOYSA-N,CC(C)(C)c1cn2c(=O)c3ncn(COCCO)c3nc2[nH]1,-2.511449265,1.0
IKMDFBPHZNJCSN-UHFFFAOYSA-N,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,-5.204119983,1.0
JQDJTEVUGHCYPQ-UHFFFAOYSA-N,Cc1c[nH]c2ncnc(=O)c-2n1,-1.649295757,1.0
SDUQYLNIPVEERB-QPPQHZFASA-N,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,-0.544936838,1.0
SPZKYQJTVQXDOG-UHFFFAOYSA-N,O=c1c2ncn(COCCO)c2nc2[nH]c(-c3ccc4ccccc4c3)cn12,-3.779892205,1.0
ZFKCYEYVBSXGLU-UHFFFAOYSA-N,Cc1cnc2c(=O)ncnc-2[nH]1,-1.562145581,1.0
BJRNKVDFDLYUGJ-RMPHRYRLSA-N,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,-0.754495308,1.0
HZPVMWKUUDHLAT-UHFFFAOYSA-N,O=c1c2ncn(COCCO)c2nc2[nH]c(-c3ccccc3)cn12,-3.623416458,1.0
FNUSUXSXQXLDBC-UHFFFAOYSA-N,Nc1nc(N)c2[nH]c(N)nc2n1,-1.518926981,1.0
AUEJLPRZGVVDNU-STQMWFEESA-N,CC(C)CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,-2.070925507,1.0
LHSGPCFBGJHPCY-STQMWFEESA-N,CC(C)CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.576770913,1.0
HIINQLBHPIQYHN-JTQLQIEISA-N,NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)O,-1.470256093,1.0
UYKREHOKELZSPB-JTQLQIEISA-N,NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,-0.846563228,1.0
UBORTCNDUKBEOP-UUOKFMHZSA-N,O=c1[nH]c(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,-2.455843778,1.0
OGSPWJRAVKPPFI-UHFFFAOYSA-N,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,-1.511969672,1.0
NYJWUOYWVKEHPC-UHFFFAOYSA-N,CNC1(C)CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,-5.6931916,1.0
AJHCSUXXECOXOY-NSHDSACASA-N,NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-1.88562725,1.0
QMOQBVOBWVNSNO-UHFFFAOYSA-N,NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,-1.671169315,1.0
BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,-4.919128172,1.0
HKEAFJYKMMKDOR-VPRICQMDSA-N,O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,-2.161612136,1.0
MXHCPCSDRGLRER-UHFFFAOYSA-N,NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,-2.305745352,1.0
IKGXIBQEEMLURG-NVPNHPEKSA-N,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,-3.484674168,1.0
XJFPXLWGZWAWRQ-UHFFFAOYSA-N,NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,-2.778545555,1.0
PIJVCJMTEGQNBC-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)c1ccccc1,-4.866474542,1.0
QUQPHWDTPGMPEX-QJBIFVCTSA-N,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,-5.013413044,1.0
GZSOSUNBTXMUFQ-YFAPSIMESA-N,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,-5.705117162,1.0
CPEIGBDIJPZAEK-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)O,-3.596883493,1.0
JZINNAKNHHQBOS-AATRIKPKSA-N,Cc1cccc(C=CC(=O)O)c1,-3.519822638,1.0
LVZWSLJZHVFIQJ-UHFFFAOYSA-N,C1CC1,-2.043150755,1.0
HHBBIOLEJRWIGU-UHFFFAOYSA-N,CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,-7.838974955,1.0
CXWXQJXEFPUFDZ-DTOGOBKCSA-N,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],-0.858176138,1.0
HVZJRWJGKQPSFL-UHFFFAOYSA-N,CCC(C)(C)OC,-0.979982121,1.0
QULYNCCPRWKEMF-UHFFFAOYSA-N,FC(F)(F)c1ccc(Cl)cc1,-3.794223548,1.0
GFZWCYSEPXDDRI-UHFFFAOYSA-N,CC(C)c1cccc2c(C(C)C)cccc12,-6.285639128,1.0
RFKMCNOHBTXSMU-UHFFFAOYSA-N,COC(F)(F)C(Cl)Cl,-0.765618539,1.0
HXEWMTXDBOQQKO-UHFFFAOYSA-N,Clc1ccc2c(Cl)ccnc2c1,-2.802620253,1.0
VPTDIAYLYJBYQG-UHFFFAOYSA-N,Clc1cc(Cl)c2c(c1)Oc1cc(Cl)c(Cl)cc1O2,-8.963760852,1.0
RGMZNZABJYWAEC-UHFFFAOYSA-N,C[Si](C)(C)O[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,-8.215865471,1.0
XRIBIDPMFSLGFS-UHFFFAOYSA-N,CN(C)C(C)(C)CO,0.931109446,1.0
NMXXDRKTOJAAQS-UHFFFAOYSA-N,CN(C)CCCc1ccccc1,-1.656577291,1.0
NYYRRBOMNHUCLB-UHFFFAOYSA-N,CN(C)CCCCl,-0.198478563,1.0
ALVYUZIFSCKIFP-UHFFFAOYSA-N,CCO[Si](CC(C)C)(OCC)OCC,-3.408693434,1.0
FLVIGYVXZHLUHP-UHFFFAOYSA-N,CCN=C(S)NCC,-0.498047862,1.0
XADCESSVHJOZHK-UHFFFAOYSA-N,CCOC(=O)C1(C2CCCCC2)CCN(C)CC1,-1.885438485,1.0
WHPVYXDFIXRKLN-UHFFFAOYSA-N,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,-8.371598855,1.0
FLFWJIBUZQARMD-UHFFFAOYSA-N,Sc1nc2ccccc2o1,-2.179494341,1.0
HTDJPCNNEPUOOQ-UHFFFAOYSA-N,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,-5.154146856,1.0
YUKQRDCYNOVPGJ-UHFFFAOYSA-N,CC(=N)S,0.336374216,1.0
GNKZMNRKLCTJAY-UHFFFAOYSA-N,CC(=O)c1ccc(C)cc1,-2.557144848,1.0
VOWZNBNDMFLQGM-UHFFFAOYSA-N,Cc1ccc(C)c(N)c1,-1.335242921,1.0
KRZCOLNOCZKSDF-UHFFFAOYSA-N,Nc1ccc(F)cc1,-0.527278293,1.0
SNGREZUHAYWORS-UHFFFAOYSA-N,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.639350161,1.0
QQQMUBLXDAFBRH-UHFFFAOYSA-N,CCCCCCCCCCCCOC(=O)C(C)O,-1.407971136,1.0
GRJRKPMIRMSBNK-UHFFFAOYSA-N,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.291719662,1.0
MYKUKUCHPMASKF-UHFFFAOYSA-N,c1cncc(C2CCCN2)c1,0.829122493,1.0
JSFITYFUKSFPBZ-UHFFFAOYSA-N,CC(C)CCCCCCc1ccc(O)cc1,-1.644162759,1.0
VCMMXZQDRFWYSE-UHFFFAOYSA-N,CC1=CC(=O)c2c(O)cccc2C1=O,-2.797452209,1.0
GUEIZVNYDFNHJU-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,-6.397885775,1.0
BOTDANWDWHJENH-UHFFFAOYSA-N,CCO[Si](OCC)(OCC)OCC,-2.142660555,1.0
VKYKSIONXSXAKP-UHFFFAOYSA-N,C1N2CN3CN1CN(C2)C3,0.505529305,1.0
BJIOGJUNALELMI-ONEGZZNKSA-N,CC=Cc1ccc(O)c(OC)c1,-2.306914582,1.0
IUJLOAKJZQBENM-UHFFFAOYSA-N,CC(C)(C)NSc1nc2ccccc2s1,-5.900130342,1.0
VHYFNPMBLIVWCW-UHFFFAOYSA-N,CN(C)c1ccncc1,-0.206150982,1.0
QIONYIKHPASLHO-UHFFFAOYSA-N,O=C(O)C(Br)(Br)Br,-0.171346097,1.0
VNRWTCZXQWOWIG-UHFFFAOYSA-N,C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,-9.406314544,1.0
PDQAZBWRQCGBEV-UHFFFAOYSA-N,SC1=NCCN1,-0.571487808,1.0
DABJLFKRJWUXMV-UHFFFAOYSA-N,CC(C)(C#N)c1ccc(Br)cc1,-0.634438513,1.0
CJNZAXGUTKBIHP-UHFFFAOYSA-N,O=C(O)C1CCCCC1I,-2.730785778,1.0
LINXHFKHZLOLEI-UHFFFAOYSA-N,C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)c1ccccc1,-7.750571314,1.0
GSCLMSFRWBPUSK-UHFFFAOYSA-N,CC1CC(=O)O1,-0.750261277,1.0
QRUDEWIWKLJBPS-UHFFFAOYSA-N,c1ccc2n[nH]nc2c1,-0.779355952,1.0
ASHGTJPOSUFTGB-UHFFFAOYSA-N,COc1cccc(O)c1,-2.397555352,1.0
KVBWBCRPWVKFQT-UHFFFAOYSA-N,O=C(O)C1CCCC(I)C1,-3.270635062,1.0
VMUXSMXIQBNMGZ-UHFFFAOYSA-N,O=C1CCc2ccccc2O1,-1.693609715,1.0
PSXCGTLGGVDWFU-UHFFFAOYSA-N,CC(CO[N+](=O)[O-])O[N+](=O)[O-],-1.318885164,1.0
KUBCEEMXQZUPDQ-UHFFFAOYSA-N,CN(C)CCc1ccc(O)cc1,-1.373017146,1.0
VNQXSTWCDUXYEZ-UHFFFAOYSA-N,CC12CCC(C(=O)C1=O)C2(C)C,-1.990234357,1.0
FBZANXDWQAVSTQ-UHFFFAOYSA-N,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-9.737718832,1.0
RWPICVVBGZBXNA-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,-8.98963889,1.0
QVTQYSFCFOGITD-UHFFFAOYSA-N,O=C(O)c1cc(Cl)ccc1Cl,-2.377966118,1.0
PSGQCCSGKGJLRL-UHFFFAOYSA-N,Cc1cc(=O)oc2ccccc12,-2.411489575,1.0
VYZAHLCBVHPDDF-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,-4.340860276,1.0
KIWUVOGUEXMXSV-UHFFFAOYSA-N,O=C1CSC(S)=N1,-1.772256492,1.0
XMWRWTSZNLOZFN-UHFFFAOYSA-N,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],-5.782955003,1.0
FULZLIGZKMKICU-UHFFFAOYSA-N,NC(S)=Nc1ccccc1,-1.789774764,1.0
DXGLGDHPHMLXJC-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccccc2)c(O)c1,-4.790209062,1.0
XTJFFFGAUHQWII-UHFFFAOYSA-N,CCCCOC(=O)CCCCC(=O)OCCCC,-3.868157232,1.0
OMVSWZDEEGIJJI-UHFFFAOYSA-N,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,-4.280912081,1.0
WYVVKGNFXHOCQV-UHFFFAOYSA-N,CCCCNC(=O)OCC#CI,-3.255720797,1.0
CKPCAYZTYMHQEX-JXAWBTAJSA-N,CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl,-3.293980956,1.0
YBGZDTIWKVFICR-JLHYYAGUSA-N,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,-6.120588886,1.0
UMGDCJDMYOKAJW-UHFFFAOYSA-N,N=C(N)S,0.245606019,1.0
VBEGHXKAFSLLGE-UHFFFAOYSA-N,O=[N+]([O-])Nc1ccccc1,-2.000408925,1.0
LNGAGQAGYITKCW-UHFFFAOYSA-N,COC(=O)C1CCC(C(=O)OC)CC1,-1.387207679,1.0
KHUFHLFHOQVFGB-UHFFFAOYSA-N,Nc1cccc2c1C(=O)c1ccccc1C2=O,-5.871631305,1.0
INFDPOAKFNIJBF-UHFFFAOYSA-N,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,0.517610567,1.0
ZUTCJXFCHHDFJS-UHFFFAOYSA-N,O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,-3.575367038,1.0
GJOSRMAVDXJBCZ-UHFFFAOYSA-N,CC(=O)CC(=O)OC1CCCCC1,-2.903656089,1.0
