,InChIKey,SMILES,LogS
223,GYMFBYTZOGMSQJ-UHFFFAOYSA-N,Cc1cc2c(cc3c(c2)cccc3)cc1,-6.959999
224,GYTMHWVFKHLDEA-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(C(=O)c2ccc(C)cc2)c1,-4.449
225,HAPOJKSPCGLOOD-UHFFFAOYSA-N,c12c(cc3c(c4c(cccc4)C3)c1)cccc2,-8.040005
226,HAXBIWFMXWRORI-UHFFFAOYSA-N,c12c3cccc1c1c(c2ccc3)cc2c(c1)cccc2,-8.489991
227,HCFSGRMEEXUOSS-UHFFFAOYSA-N,O=C(C)C1(C)C2(C)C(C3C=C(C)C4=CC(=O)CCC4(C)C3CC2)CC1,-5.27
228,HDWIHXWEUNVBIY-UHFFFAOYSA-N,S(=O)(=O)(N)c1c(C(F)(F)F)cc2NC(Cc3ccccc3)NS(=O)(=O)c2c1,-3.59
229,HDZGCSFEDULWCS-UHFFFAOYSA-N,N(N)C,1.34
230,HEZNVIYQEUHLNI-UHFFFAOYSA-N,S(CC)Cc1c(OC(=O)NC)cccc1,-2.09
231,HFBWPRKWDIRYNX-UHFFFAOYSA-N,Clc1nc(N(CC)CC)nc(NCC)n1,-4.06
232,HFHZKZSRXITVMK-UHFFFAOYSA-N,O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccc(O)cc1,-3.73
233,HHMCAJWVGYGUEF-UHFFFAOYSA-N,FC(F)(F)c1cc([N+](=O)[O-])c(Oc2ccc([N+](=O)[O-])cc2)cc1,-5.22
234,HHOSMYBYIHNXNO-UHFFFAOYSA-N,C(CCC(C)C)(C)(C)C,-5.05
235,HJUFTIJOISQSKQ-UHFFFAOYSA-N,O=C(OCC)NCCOc1ccc(Oc2ccccc2)cc1,-4.69948
236,HKMTVMBEALTRRR-UHFFFAOYSA-N,c12c(ccc3c4c(cccc4)Cc13)cccc2,-6.679999
237,HKOOXMFOFWEVGF-UHFFFAOYSA-N,N(N)c1ccccc1,0.07
238,HKPHPIREJKHECO-UHFFFAOYSA-N,ClCC(=O)N(COCCCC)c1c(CC)cccc1CC,-4.1915
239,HLQDGCWIOSOMDP-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(c1Cl)c1ccccc1,-7.160001
240,HLZKNKRTKFSKGZ-UHFFFAOYSA-N,OCCCCCCCCCCCCCC,-6.105868
241,HMIBKHHNXANVHR-UHFFFAOYSA-N,S(C(=O)N(C)C)CCCCOc1ccccc1,-3.93
242,HMSWAIKSFDFLKN-UHFFFAOYSA-N,C(CCCCCCCCCCCCC)CCCCCCCCCCCC,-8.330032
243,HNDVDQJCIGZPNO-YFKPBYRVSA-N,O=C(O)[C@@H](N)Cc1[nH]cnc1,-0.56543
244,HNJBEVLQSNELDL-UHFFFAOYSA-N,O=C1NCCC1,1.07
245,HOQADATXFBOEGG-UHFFFAOYSA-N,S=P(OCC)(Oc1c(C(=O)OC(C)C)cccc1)NC(C)C,-4.19
246,HORNXRXVQWOLPJ-UHFFFAOYSA-N,Clc1cc(O)ccc1,-0.7
247,HPQURZRDYMUHJI-UHFFFAOYSA-N,C(CCC1CCCC1)CC,-6.08
248,HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,-0.44
249,HPYNZHMRTTWQTB-UHFFFAOYSA-N,Cc1c(C)cccn1,0.38
250,HRBKVYFZANMGRE-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c(OP(=S)(OC)OC)n1,-4.82
251,HRPVXLWXLXDGHG-UHFFFAOYSA-N,O=C(N)C=C,0.970115
252,HRVUKLBFRPWXPJ-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c2Oc3c(Oc12)cccc3,-7.596665
253,HSFWRNGVRCDJHI-UHFFFAOYSA-N,C#C,0.29
254,HUPFGZXOMWLGNK-UHFFFAOYSA-N,Fc1c(c2cc(C(=O)O)c(O)cc2)ccc(F)c1,-4.114
255,HUTDUHSNJYTCAR-UHFFFAOYSA-N,O(C)c1ccc(C(O)(c2cncnc2)C2CC2)cc1,-2.6
256,HWHLPVGTWGOCJO-UHFFFAOYSA-N,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,-1.815
257,HWWYDZCSSYKIAD-UHFFFAOYSA-N,Cc1cc(C)cnc1,0.38
258,HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=Cc1occc1,-0.1
259,HYIMSNHJOBLJNT-UHFFFAOYSA-N,O=[N+]([O-])c1c(C2C(=C(C)NC(=C2C(=O)OC)C)C(=O)OC)cccc1,-4.63622
260,HYJSGOXICXYZGS-UHFFFAOYSA-N,Clc1c2n(CC(=O)O)c(=O)sc2ccc1,-2.61
261,HYVMOJOTZLNZPF-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2C(=O)CCS(=O)(=O)c2c1,-3.671
262,HYWYRSMBCFDLJT-UHFFFAOYSA-N,S(=O)(=O)(Nc1c(Oc2ccccc2)cc([N+](=O)[O-])cc1)C,-4.489
263,IAIWVQXQOWNYOU-UHFFFAOYSA-N,O=[N+]([O-])c1oc(C=NNC(=O)N)cc1,-2.92
264,IAKOZHOLGAGEJT-UHFFFAOYSA-N,ClC(Cl)(Cl)C(c1ccc(OC)cc1)c1ccc(OC)cc1,-6.589107
265,IDCPFAYURAQKDZ-UHFFFAOYSA-N,O=[N+]([O-])NC(=N)N,-1.37
266,IDOWTHOLJBTAFI-UHFFFAOYSA-N,O=C(OC)Nc1cc(OC(=O)Nc2cc(C)ccc2)ccc1,-4.789885
267,IFEKQNAXDMZERW-UHFFFAOYSA-N,O=C(O)C(N)Cc1n[nH]c2c1cccc2,-1.407
268,IFLREYGFSNHWGE-UHFFFAOYSA-N,c12c(cc3c(c1)cccc3)cc1c(c2)cccc1,-8.59998
269,IGEMDIAQXSOCKX-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(S(=O)(=O)c2ccc(O)cc2)c1,-3.027
270,IIZIPXWXNPFUOU-UHFFFAOYSA-N,O=C(N(CCO)CC)COC(=O)c1ccccc1,-1.367
271,IJFPVINAQGWBRJ-UHFFFAOYSA-N,O=C(OCCCCCC(C)C)c1c(C(=O)OCCCCCC(C)C)cccc1,-6.639999
272,IKECULIHBUCAKR-UHFFFAOYSA-N,OC(C(C)C)(C)C,-0.41
273,IKZBNCORGKYEDZ-UHFFFAOYSA-N,Fc1c(N2CC(N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-5.269
274,IMIDOCRTMDIQIJ-UHFFFAOYSA-N,O=C(Oc1cc(C)c(N(C)C)cc1)NC,-2.36
275,IMMLSOUHQHJKTL-UHFFFAOYSA-N,ClC1=CC=CCC(=C1NC1C(=CC=CC=C1)CC(=O)OCC(=O)NC(C(=O)OC)C)Cl,-1.45272
276,IMNFDUFMRHMDMM-UHFFFAOYSA-N,C(CCC)CCC,-4.53
277,IMONTRJLAWHYGT-UHFFFAOYSA-N,O=C(OC1(C#C)C2(C)C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)C,-4.79
278,IMPKVMRTXBRHRB-UHFFFAOYSA-N,OC1C(O)C(O)CC(O)C1O,-0.17
279,IMWQMZMZPWIQBE-UHFFFAOYSA-N,O=C(NN=C(C=NNC(=O)N)C)N,-1.948
280,INWLQCZOYSRPNW-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,-1.55
281,IOUNQDKNJZEDEP-UHFFFAOYSA-N,Clc1cc2oc(=O)n(CSP(=S)(OCC)OCC)c2cc1,-5.23
282,IPCSVZSSVZVIGE-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCC,-6.809999
283,IPEHBUMCGVEMRF-UHFFFAOYSA-N,O=C(N)c1nccnc1,-0.74
284,IQUPABOKLQSFBK-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)cccc1,-1.74
285,IRCMYGHHKLLGHV-UHFFFAOYSA-N,S(=O)(=O)(Oc1cc2C(C)(C)C(OCC)Oc2cc1)C,-3.42
286,IRIAEXORFWYRCZ-UHFFFAOYSA-N,O=C(OCCCC)c1c(C(=O)OCc2ccccc2)cccc1,-5.649453
287,ISEUFVQQFVOBCY-UHFFFAOYSA-N,O(C)c1nc(NC(C)C)nc(NC(C)C)n1,-2.48
288,ISMYLNZMKJLINI-UHFFFAOYSA-N,O=c1n(CC)c2c(n(CC)c3ncccc13)nccc2,-2.86
289,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,0.0
290,ITEQSCBLCCNACE-UHFFFAOYSA-N,O=C(OC1=CC(=O)CC(C)(C)C1)N(C)C,-0.85
291,IUTPYMGCWINGEY-UHFFFAOYSA-N,Clc1c(Cl)cc(c(Cl)c1)c1cc(Cl)c(Cl)cc1,-7.39
292,IVUXTESCPZUGJC-UHFFFAOYSA-N,Clc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.89
293,IWDCLRJOBJJRNH-UHFFFAOYSA-N,Oc1ccc(C)cc1,-0.7
294,IWYDHOAUDWTVEP-UHFFFAOYSA-N,O=C(O)C(O)c1ccccc1,0.050732
295,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,O=C(OCC)CC(=O)OCC,-0.82
296,IZNWACYOILBFEG-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)ccc2c1cccc2,-4.272
297,JAYCNKDKIKZTAF-UHFFFAOYSA-N,Clc1c(c2c(Cl)cccc2)cccc1,-5.27
298,JBDOSUUXMYMWQH-UHFFFAOYSA-N,S=C=Nc1c2c(ccc1)cccc2,-4.6
299,JFCQEDHGNNZCLN-UHFFFAOYSA-N,O=C(O)CCCC(=O)O,1.0
300,JFNWFXVFBDDWCX-UHFFFAOYSA-N,S(=O)(=O)(N(C(=O)C)c1c(C)c(C)no1)c1ccc(N)cc1,-3.59
301,JFSPBVWPKOEZCB-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1c(C)occ1,-3.3
302,JHBKHLUZVFWLAG-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c(Cl)c1,-5.512673
303,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,-0.6
304,JHJOOSLFWRRSGU-UHFFFAOYSA-N,Clc1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,-5.72
305,JIEKMACRVQTPRC-UHFFFAOYSA-N,Clc1ccc(c2c(CC(=O)O)sc(c3ccccc3)n2)cc1,-4.966
306,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,O=C(OCC)C=C,-0.74
307,JIVPVXMEBJLZRO-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,-3.38927
308,JJYPMNFTHPTTDI-UHFFFAOYSA-N,Nc1cc(C)ccc1,-0.85
309,JLKIGFTWXXRPMT-UHFFFAOYSA-N,S(=O)(=O)(Nc1noc(C)c1)c1ccc(N)cc1,-2.77844
310,JLRGJRBPOGGCBT-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NCCCC)c1ccc(C)cc1,-3.39
311,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.51
312,JMMWKPVZQRWMSS-UHFFFAOYSA-N,O=C(OC(C)C)C,-0.55
313,JOFWLTCLBGQGBO-UHFFFAOYSA-N,Clc1c(C2=NCc3n(c(C)nn3)c3c2cc(Cl)cc3)cccc1,-4.08
314,JOMNTHCQHJPVAZ-UHFFFAOYSA-N,CC1NCCNC1,0.74
315,JOYRKODLDBILNP-UHFFFAOYSA-N,O=C(OCC)N,0.85
316,JPLCQHHISLYGRA-UHFFFAOYSA-N,O=C(Nc1cnc(OC)cc1)C1CC1,-2.138
317,JQUIGGQYRQVIIE-UHFFFAOYSA-N,O=C(N(C(=O)C)C)COC(=O)c1ccccc1,-0.495
318,JRZJOMJEPLMPRA-UHFFFAOYSA-N,C(=C)CCCCCCC,-5.05
319,JSZOAYXJRCEYSX-UHFFFAOYSA-N,O=[N+]([O-])CCC,-0.8
320,JTAGHJPZEDNHHA-UHFFFAOYSA-N,O=C(NCCc1cc(OC)c(OC)cc1)CNc1cc(C(=O)NC)ccc1,-1.845
321,JTGMTYWYUZDRBK-UHFFFAOYSA-N,Cc1c2c(c(C)c3c1cccc3)cccc2,-6.570001
322,JUHORIMYRDESRB-UHFFFAOYSA-N,N(CCNCc1ccccc1)Cc1ccccc1,-1.206
323,JUJWROOIHBZHMG-UHFFFAOYSA-N,n1ccccc1,0.76
324,JVPGYYNQTPWXGE-UHFFFAOYSA-N,Cc1ccc(c2sc3c(n2)cccc3)cc1,-4.353
325,JVSWJIKNEAIKJW-UHFFFAOYSA-N,C(CCCCC)(C)C,-5.08
326,JWBOIMRXGHLCPP-UHFFFAOYSA-N,ClC(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,-6.509999
327,JWUCHKBSVLQQCO-UHFFFAOYSA-N,Fc1c(C(O)(Cn2ncnc2)c2ccc(F)cc2)cccc1,-3.37
328,JWUJQDFVADABEY-UHFFFAOYSA-N,CC1OCCC1,0.11
329,JWZZKOKVBUJMES-UHFFFAOYSA-N,OC(CNC(C)C)c1cc(O)c(O)cc1,0.14
330,JXCGFZXSOMJFOA-UHFFFAOYSA-N,Clc1c(C)ccc(NC(=O)N(C)C)c1,-3.46
331,JXSJBGJIGXNWCI-UHFFFAOYSA-N,S=P(SC(C(=O)OCC)CC(=O)OCC)(OC)OC,-3.36264
332,JXVIIQLNUPXOII-UHFFFAOYSA-N,O=C(Nc1ccccc1)NC1C(C)CCCC1,-4.11
333,JYFHYPJRHGVZDY-UHFFFAOYSA-N,P(=O)(OCCCC)(OCCCC)O,-1.087
334,JYVLIDXNZAXMDK-UHFFFAOYSA-N,OC(CCC)C,-0.29
335,JYYNAJVZFGKDEQ-UHFFFAOYSA-N,Cc1nccc(C)c1,0.38
336,JZQKKSLKJUAGIC-UHFFFAOYSA-N,O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,-3.85453
337,JZUFKLXOESDKRF-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,-2.6939
338,JZUTXVTYJDCMDU-UHFFFAOYSA-N,O(C)c1c(OC)ccc2C(C3N(C)CCc4c3cc3OCOc3c4)OC(=O)c12,-4.11
339,KAATUXNTWXVJKI-UHFFFAOYSA-N,ClC(=CC1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)ccc1)Cl,-8.019997
340,KAESVJOAVNADME-UHFFFAOYSA-N,[nH]1cccc1,-0.17
341,KANLOADZXMMCQA-UHFFFAOYSA-N,Cc1cc2c(c3c(cc2)cccc3)cc1,-5.84
342,KDDQDUIBYASSFC-UHFFFAOYSA-N,FC(F)(F)c1c2[nH]c(=O)c3c(n(CC)c2nc(C)c1)nccc3,-4.21
343,KDYFGRWQOYBRFD-UHFFFAOYSA-N,O=C(O)CCC(=O)O,-0.2
344,KENZYIHFBRWMOD-UHFFFAOYSA-N,Clc1c(Cl)ccc(c2c(Cl)ccc(Cl)c2)c1,-7.250001
345,KFIRODWJCYBBHY-UHFFFAOYSA-N,O=[N+]([O-])c1c(C(=O)O)c(C(=O)O)ccc1,-1.00776
346,KFNNIILCVOLYIR-UHFFFAOYSA-N,O=COCCC,-0.49
347,KFZMGEQAYNKOFK-UHFFFAOYSA-N,OC(C)C,0.43
348,KGVPNLBXJKTABS-UHFFFAOYSA-N,Oc1noc(C)c1,-0.07
349,KHBQMWCZKVMBLN-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccccc1,-1.56
350,KHNYNFUTFKJLDD-UHFFFAOYSA-N,c12c3cccc1c1c4c(ccc1c2ccc3)cccc4,-8.0
351,KIEDNEWSYUYDSN-UHFFFAOYSA-N,Clc1c(CN2C(=O)C(C)(C)CO2)cccc1,-2.34
352,KIGQVWWOESIMBG-UHFFFAOYSA-N,O=C(O)CN(CCC#N)CCC#N,0.46
353,KIVUHCNVDWYUNP-UHFFFAOYSA-N,Nc1c2c(c3c(c4c(cc3)cccc4)c1)cccc2,-6.2
354,KIWUVOGUEXMXSV-UHFFFAOYSA-N,S=C1SCC(=O)N1,-1.77
355,KJONHKAYOJNZEC-UHFFFAOYSA-N,O=[N+]([O-])c1cc2C(=NCC(=O)Nc2cc1)c1ccccc1,-3.79244
356,KJVQYDYPDFFJMP-UHFFFAOYSA-N,S(=O)(=O)(Nc1scc(C)n1)c1ccc(N)cc1,-2.909
357,KMAQZIILEGKYQZ-UHFFFAOYSA-N,Clc1cc([N+](=O)[O-])ccc1,-2.77
358,KMRNTNDWADEIIX-UHFFFAOYSA-N,ICCC(=O)O,-0.43
359,KNAHARQHSZJURB-UHFFFAOYSA-N,S=c1[nH]c(=O)cc(CCC)[nH]1,-2.15
360,KOCYTWBTXZOUFS-UHFFFAOYSA-N,Cc1nc2ncncc2nc1,0.06
361,KPQZUUQMTUIKBP-UHFFFAOYSA-N,O=[N+]([O-])c1n(CC(O)C)c(C)nc1,-0.737
362,KPSSIOMAKSHJJG-UHFFFAOYSA-N,OCC(C)(C)C,-0.4
363,KQBFUDNJKCZEDQ-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(Cl)c1c1c(Cl)cc(Cl)c(Cl)c1,-7.919987
364,KQNPFQTWMSNSAP-UHFFFAOYSA-N,O=C(O)C(C)C,0.28
365,KRTSDMXIXPKRQR-UHFFFAOYSA-N,P(=O)(OC(=CC(=O)NC)C)(OC)OC,0.65
366,KSCFJBIXMNOVSH-UHFFFAOYSA-N,O=c1n(C)c(=O)c2n(CC(O)CO)cnc2n1C,-0.17
367,KSFDHSSNYJNHAN-UHFFFAOYSA-N,CC1=Nc2c(N=C(C)C1)cccc2,-1.367
368,KSMVNVHUTQZITP-UHFFFAOYSA-N,Clc1c(Cl)cc2c(oc3c2cc(Cl)c(Cl)c3)c1,-8.860121
369,KSUUMAWCGDNLFK-UHFFFAOYSA-N,O=C(NC(=O)C(C(C)C)CC=C)N,-2.747
370,KTXUOWUHFLBZPW-UHFFFAOYSA-N,Clc1cc(c2cc(Cl)ccc2)ccc1,-5.8
371,KUAZQDVKQLNFPE-UHFFFAOYSA-N,S(SC(=S)N(C)C)C(=S)N(C)C,-3.9
372,KUCQYCKVKVOKAY-UHFFFAOYSA-N,Clc1ccc(C2CCC(C3=C(O)C(=O)c4c(C3=O)cccc4)CC2)cc1,-5.93
373,KVBGVZZKJNLNJU-UHFFFAOYSA-N,S(=O)(=O)(O)c1cc2c(cc1)cccc2,-1.265
374,KVFJBIQWENJTDM-UHFFFAOYSA-N,c12c3cc4c5c(ccc4c1CCc2ccc3)cccc5,-7.850011
375,KVZJLSYJROEPSQ-UHFFFAOYSA-N,CC1C(C)CCCC1,-4.28474
376,KWGRBVOPPLSCSI-WPRPVWTQSA-N,O[C@@H]([C@@H](NC)C)c1ccccc1,-0.385209
377,KXYFWLVSYHRZJL-UHFFFAOYSA-N,O=C(N(CC(C)C)CC(C)C)COC(=O)c1ccccc1,-3.561
378,KZJRKRQSDZGHEC-UHFFFAOYSA-N,FC(F)(F)C(=O)c1ccccc1,-1.155
379,KZNICNPSHKQLFF-UHFFFAOYSA-N,O=C1NC(=O)CC1,0.3
380,KZOFCELNVLSKGC-UHFFFAOYSA-N,O=C(NCCc1cc(OC)c(OC)cc1)CNc1cc(C(=O)N)ccc1,-2.686
381,KZTYYGOKRVBIMI-UHFFFAOYSA-N,S(=O)(=O)(c1ccccc1)c1ccccc1,-3.64378
382,LAIUFBWHERIJIH-UHFFFAOYSA-N,C(CCCC)(CC)C,-5.16
383,LCCNCVORNKJIRZ-UHFFFAOYSA-N,S=P(OCC)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.28517
384,LDCFNNYCIXKMNJ-UHFFFAOYSA-N,O=C(N(CC(O)C)CC(O)C)COC(=O)c1ccccc1,-1.178
385,LEBVLXFERQHONN-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)C1N(CCCC)CCCC1,-3.2241
386,LESVOLZBIFDZGS-UHFFFAOYSA-N,S(P(=O)(OC)OC)CCSC(C(=O)NC)C,1.14
387,LFKDJXLFVYVEFG-UHFFFAOYSA-N,O=C(OC(C)(C)C)N,0.1
388,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,OCC,1.1
389,LFVLUOAHQIVABZ-UHFFFAOYSA-N,Ic1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,-6.62
390,LGDSHSYDSCRFAB-UHFFFAOYSA-N,S=C=NC,-1.0
391,LHRCREOYAASXPZ-UHFFFAOYSA-N,c12c3c(ccc1cc1c4c(ccc1c2)cccc4)cccc3,-8.659953
392,LHXDLQBQYFFVNW-UHFFFAOYSA-N,O=C1C(C)(C)C2CC1(C)CC2,-1.85
393,LINPVWIEWJTEEJ-UHFFFAOYSA-N,Clc1cc2C(O)(C(=O)OC)c3c(c2cc1)cccc3,-4.18
394,LJCFRMUKLSCNKV-UHFFFAOYSA-N,O=C(N(CCOC)CCOC)COC(=O)c1ccccc1,-1.573
395,LJOZMWRYMKECFF-UHFFFAOYSA-N,Ic1c(C(=O)Nc2ccccc2)cccc1,-4.21
396,LKJPSUCKSLORMF-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(OC)C)cc1,-2.57
397,LKPLKUMXSAEKID-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,-5.82
398,LMHCYRULPLGEEZ-UHFFFAOYSA-N,ICCCCCCC,-4.81
399,LMINNBXUMGNKMM-UHFFFAOYSA-N,O=C(O)Cc1cc2N(C)c3c(Sc2cc1)cccc3,-3.94
400,LMTGCJANOQOGPI-UHFFFAOYSA-N,O=C(N(C)c1ccccc1)C,-0.95
401,LMYRWZFENFIFIT-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccc(C)cc1,-1.74
402,LNVGTRNKWNAINT-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2C(O)CCS(=O)(=O)c2c1,-1.276
403,LOAUVZALPPNFOQ-UHFFFAOYSA-N,O=C(O)c1nc2c(cc1)cccc2,-1.088
404,LPAGFVYQRIESJQ-UHFFFAOYSA-N,N1c2c(cccc2)CC1,-1.04
405,LQLIEICEYDIWLO-UHFFFAOYSA-N,O=C1C(CC(C)C)OC(O)C(Cc2ccccc2)N1,-2.12
406,LQZZUXJYWNFBMV-UHFFFAOYSA-N,OCCCCCCCCCCCC,-4.67
407,LRQUYRADZABVMX-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(S(=O)(=O)c2cc(O)ccc2)c1,-2.719
408,LRUUNMYPIBZBQH-UHFFFAOYSA-N,Clc1c(Cl)ccc(n2c(=O)n(C)c(=O)o2)c1,-2.82
409,LSPHULWDVZXLIL-UHFFFAOYSA-N,O=C(O)C1(C)C(C)(C)C(C(=O)O)CC1,-1.42
410,LSXKDWGTSHCFPP-UHFFFAOYSA-N,BrCCCCCCC,-4.43
411,LTEQMZWBSYACLV-UHFFFAOYSA-N,C(CCC)CCc1ccccc1,-5.21
412,LUALIOATIOESLM-UHFFFAOYSA-N,OC1CCN(CCCN2c3c(Sc4c2cccc4)ccc(C#N)c3)CC1,-3.98
413,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,Oc1cc(O)cc(/C=C/c2ccc(O)cc2)c1,-4.34008
414,LVHBHZANLOWSRM-UHFFFAOYSA-N,O=C(O)C(=C)CC(=O)O,-0.224117
415,LWLJUMBEZJHXHV-UHFFFAOYSA-N,ClC1(C(=C(Cl)C(=C1Cl)Cl)Cl)C1(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,-7.279998
416,LWULXYSYLOIDQY-UHFFFAOYSA-N,O=[N+]([O-])c1c(OC(=O)C)c(C(C)(C)C)cc([N+](=O)[O-])c1C,-4.47
417,LXMSZDCAJNLERA-ZHYRCANASA-N,S(C(=O)C)[C@H]1[C@H]2[C@H]3[C@@](C)([C@@]4(OC(=O)CC4)CC3)CC[C@@H]2[C@]2(C)C(=CC(=O)CC2)C1,-1.77
418,LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,0.08
419,LYGJENNIWJXYER-UHFFFAOYSA-N,O=[N+]([O-])C,0.26
420,MAEIEVLCKWDQJH-UHFFFAOYSA-N,S(=O)(=O)(N)c1c(Oc2ccccc2)c(NCCCC)cc(C(=O)O)c1,-4.118
421,MAZCFXDIYXGRAD-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2S(=O)(=O)CCC(O)c2c1,-1.65
422,MBAIEZXRGAOPKH-UHFFFAOYSA-N,c12c3c4ccc1CCCc2ccc3CCC4,-5.96
423,MBDMKWJEKDHRRP-UHFFFAOYSA-N,Clc1nc(N(NS(=O)(=O)c2c(C(=O)OCC)cccc2)C=O)nc(OC)c1,-4.58
424,MBDUIEKYVPVZJH-UHFFFAOYSA-N,S(=O)(=O)(CC)CC,0.04
425,MBRLOUHOWLUMFF-UHFFFAOYSA-N,O(C)c1c(CC=C(C)C)c2oc(=O)ccc2cc1,-4.31
426,MCOQHIWZJUDQIC-UHFFFAOYSA-N,ClCC#CCOC(=O)Nc1cc(Cl)ccc1,-4.37
427,MCSAJNNLRCFZED-UHFFFAOYSA-N,O=[N+]([O-])CC,-0.22
428,MCWXGJITAZMZEV-UHFFFAOYSA-N,S=P(SCC(=O)NC)(OC)OC,-0.74
429,METKIMKYRPQLGS-UHFFFAOYSA-N,O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,0.04
430,MFOUDYKPLGXPGO-UHFFFAOYSA-N,ClCC(=O)N(C(C)C)c1ccccc1,-2.48
431,MGWAVDBGNNKXQV-UHFFFAOYSA-N,O=C(OCC(C)C)c1c(C(=O)OCC(C)C)cccc1,-4.68418
432,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,O=C(O)c1c(=O)c2c(n(CC)c1)nc(C)cc2,-3.55212
433,MLKXDPUZXIRXEP-RQZCQDPDSA-N,S(=O)(C)c1ccc(/C=C/2\C(=C(CC(=O)O)c3c2ccc(F)c3)C)cc1,-2.3777
434,MLUCVPSAIODCQM-UHFFFAOYSA-N,O=CC=CC,0.32
435,MOCKWYUCPREFCZ-UHFFFAOYSA-N,O=C(NN)Nc1ccccc1,-2.33
436,MORLYCDUFHDZKO-UHFFFAOYSA-N,P(=O)(O)(CCC(=O)O)c1ccccc1,-3.078
437,MOYKHGMNXAOIAT-UHFFFAOYSA-N,O=[N+](OC1C2OCC(O[N+](=O)[O-])C2OC1)[O-],-2.63
438,MPHPHYZQRGLTBO-UHFFFAOYSA-N,O=C1C(CCC)C(=O)n2n1c(N(C)C)nc1c2cc(C)cc1,-3.54
439,MQIUGAXCHLFZKX-UHFFFAOYSA-N,O=C(OCCCCCCCC)c1c(C(=O)OCCCCCCCC)cccc1,-5.11
440,MQJKPEGWNLWLTK-UHFFFAOYSA-N,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,-2.92725
441,MSMHOCZOEWMZOH-UHFFFAOYSA-N,O=C(NC(CO)(CO)CO)COC(=O)c1ccccc1,-1.268
442,MSXVEPNJUHWQHW-UHFFFAOYSA-N,OC(CC)(C)C,0.08
443,MTBZIGHNGSTDJV-UHFFFAOYSA-N,S=P(OCC)(OCC)N1C(=O)c2c(C1=O)cccc2,-3.35
444,MTCPZNVSDFCBBE-UHFFFAOYSA-N,Clc1c(c2c(Cl)cccc2Cl)c(Cl)cc(Cl)c1,-7.32
445,MUBZPKHOEPUJKR-UHFFFAOYSA-N,O=C(O)C(=O)O,0.38
446,MUKSMBAVCDPKRC-UHFFFAOYSA-N,O=C1N(C)c2c(Oc3ncc(N)cc13)cc(C)cc2,-3.04
